year,event_id,match_id,match_date,match_surface,match_court,match_round,tournament_name,tournament_city,tournament_draw,loser_name,winner_name,match_score,match_time,loser_aces_all,loser_aces_1st,loser_aces_2nd,loser_aces_3rd,loser_aces_4th,loser_aces_5th,winner_aces_all,winner_aces_1st,winner_aces_2nd,winner_aces_3rd,winner_aces_4th,winner_aces_5th,loser_double_faults_all,loser_double_faults_1st,loser_double_faults_2nd,loser_double_faults_3rd,loser_double_faults_4th,loser_double_faults_5th,winner_double_faults_all,winner_double_faults_1st,winner_double_faults_2nd,winner_double_faults_3rd,winner_double_faults_4th,winner_double_faults_5th,loser_serve_rating_all,loser_serve_rating_1st,loser_serve_rating_2nd,loser_serve_rating_3rd,loser_serve_rating_4th,loser_serve_rating_5th,winner_serve_rating_all,winner_serve_rating_1st,winner_serve_rating_2nd,winner_serve_rating_3rd,winner_serve_rating_4th,winner_serve_rating_5th,loser_first_serve_all,loser_first_serve_1st,loser_first_serve_2nd,loser_first_serve_3rd,loser_first_serve_4th,loser_first_serve_5th,winner_first_serve_all,winner_first_serve_1st,winner_first_serve_2nd,winner_first_serve_3rd,winner_first_serve_4th,winner_first_serve_5th,loser_first_serve_points_all,loser_first_serve_points_1st,loser_first_serve_points_2nd,loser_first_serve_points_3rd,loser_first_serve_points_4th,loser_first_serve_points_5th,winner_first_serve_points_all,winner_first_serve_points_1st,winner_first_serve_points_2nd,winner_first_serve_points_3rd,winner_first_serve_points_4th,winner_first_serve_points_5th,loser_second_serve_points_all,loser_second_serve_points_1st,loser_second_serve_points_2nd,loser_second_serve_points_3rd,loser_second_serve_points_4th,loser_second_serve_points_5th,winner_second_serve_points_all,winner_second_serve_points_1st,winner_second_serve_points_2nd,winner_second_serve_points_3rd,winner_second_serve_points_4th,winner_second_serve_points_5th,loser_break_points_saved_all,loser_break_points_saved_1st,loser_break_points_saved_2nd,loser_break_points_saved_3rd,loser_break_points_saved_4th,loser_break_points_saved_5th,winner_break_points_saved_all,winner_break_points_saved_1st,winner_break_points_saved_2nd,winner_break_points_saved_3rd,winner_break_points_saved_4th,winner_break_points_saved_5th,loser_service_games_played_all,loser_service_games_played_1st,loser_service_games_played_2nd,loser_service_games_played_3rd,loser_service_games_played_4th,loser_service_games_played_5th,winner_service_games_played_all,winner_service_games_played_1st,winner_service_games_played_2nd,winner_service_games_played_3rd,winner_service_games_played_4th,winner_service_games_played_5th,loser_return_rating_all,loser_return_rating_1st,loser_return_rating_2nd,loser_return_rating_3rd,loser_return_rating_4th,loser_return_rating_5th,winner_return_rating_all,winner_return_rating_1st,winner_return_rating_2nd,winner_return_rating_3rd,winner_return_rating_4th,winner_return_rating_5th,loser_first_serve_return_points_all,loser_first_serve_return_points_1st,loser_first_serve_return_points_2nd,loser_first_serve_return_points_3rd,loser_first_serve_return_points_4th,loser_first_serve_return_points_5th,winner_first_serve_return_points_all,winner_first_serve_return_points_1st,winner_first_serve_return_points_2nd,winner_first_serve_return_points_3rd,winner_first_serve_return_points_4th,winner_first_serve_return_points_5th,loser_second_serve_return_points_all,loser_second_serve_return_points_1st,loser_second_serve_return_points_2nd,loser_second_serve_return_points_3rd,loser_second_serve_return_points_4th,loser_second_serve_return_points_5th,winner_second_serve_return_points_all,winner_second_serve_return_points_1st,winner_second_serve_return_points_2nd,winner_second_serve_return_points_3rd,winner_second_serve_return_points_4th,winner_second_serve_return_points_5th,loser_break_points_converted_all,loser_break_points_converted_1st,loser_break_points_converted_2nd,loser_break_points_converted_3rd,loser_break_points_converted_4th,loser_break_points_converted_5th,winner_break_points_converted_all,winner_break_points_converted_1st,winner_break_points_converted_2nd,winner_break_points_converted_3rd,winner_break_points_converted_4th,winner_break_points_converted_5th,loser_total_service_points_won_all,loser_total_service_points_won_1st,loser_total_service_points_won_2nd,loser_total_service_points_won_3rd,loser_total_service_points_won_4th,loser_total_service_points_won_5th,winner_total_service_points_won_all,winner_total_service_points_won_1st,winner_total_service_points_won_2nd,winner_total_service_points_won_3rd,winner_total_service_points_won_4th,winner_total_service_points_won_5th,loser_total_return_points_won_all,loser_total_return_points_won_1st,loser_total_return_points_won_2nd,loser_total_return_points_won_3rd,loser_total_return_points_won_4th,loser_total_return_points_won_5th,winner_total_return_points_won_all,winner_total_return_points_won_1st,winner_total_return_points_won_2nd,winner_total_return_points_won_3rd,winner_total_return_points_won_4th,winner_total_return_points_won_5th,loser_total_points_won_all,loser_total_points_won_1st,loser_total_points_won_2nd,loser_total_points_won_3rd,loser_total_points_won_4th,loser_total_points_won_5th,winner_total_points_won_all,winner_total_points_won_1st,winner_total_points_won_2nd,winner_total_points_won_3rd,winner_total_points_won_4th,winner_total_points_won_5th
2022,352,2022/352/MS053,2022-10-31,Hard,Court 2,Round of 64,Rolex Paris Masters,Paris,56,Quentin Halys,Nikoloz Basilashvili,"6-3, 6-4",01:14:06,15,7,8,,,,2,1,1,,,,3,2,1,,,,1,1,0,,,,266,250,268,,,,305,291,316,,,,37/62,16/27,21/35,"","","",31/56,13/30,18/26,"","","",27/37,12/16,15/21,"","","",25/31,10/13,15/18,"","","",11/25,4/11,7/14,"","","",17/25,12/17,5/8,"","","",3/5,1/2,2/3,"","","",5/5,5/5,0/0,"","","",9,4,5,,,,10,5,5,,,,51,52,55,,,,145,164,132,,,,6/31,3/13,3/18,"","","",10/37,4/16,6/21,"","","",8/25,5/17,3/8,"","","",14/25,7/11,7/14,"","","",0/5,0/5,0/0,"","","",2/5,1/2,1/3,"","","",38/62,16/27,22/35,"","","",42/56,22/30,20/26,"","","",14/56,8/30,6/26,"","","",24/62,11/27,13/35,"","","",52/118,24/57,28/61,"","","",66/118,33/57,33/61,"","",""
2022,352,2022/352/MS054,2022-10-31,Hard,Court Central,Round of 64,Rolex Paris Masters,Paris,56,Alex Molcan,Richard Gasquet,"6-3, 6-1",01:13:33,5,4,1,,,,4,2,2,,,,2,1,1,,,,1,1,0,,,,188,197,167,,,,307,274,340,,,,35/59,24/41,11/18,"","","",30/43,15/22,15/21,"","","",21/35,13/24,8/11,"","","",21/30,11/15,10/15,"","","",7/24,7/17,0/7,"","","",10/13,4/7,6/6,"","","",6/11,6/9,0/2,"","","",1/2,1/2,0/0,"","","",8,5,3,,,,8,4,4,,,,115,145,33,,,,218,198,293,,,,9/30,4/15,5/15,"","","",14/35,11/24,3/11,"","","",3/13,3/7,0/6,"","","",17/24,10/17,7/7,"","","",1/2,1/2,0/0,"","","",5/11,3/9,2/2,"","","",28/59,20/41,8/18,"","","",31/43,15/22,16/21,"","","",12/43,7/22,5/21,"","","",31/59,21/41,10/18,"","","",40/102,27/63,13/39,"","","",62/102,36/63,26/39,"","",""
2022,352,2022/352/MS057,2022-10-31,Hard,Court 2,Round of 64,Rolex Paris Masters,Paris,56,Brandon Nakashima,Daniel Evans,"6-3, 3-6, 6-4",02:09:22,7,1,3,3,,,4,1,0,3,,,3,1,0,2,,,4,0,3,1,,,267,252,303,255,,,280,358,218,302,,,57/88,22/29,13/22,22/37,"","",49/80,13/18,17/33,19/29,"","",39/57,13/22,11/13,15/22,"","",36/49,11/13,9/17,16/19,"","",16/31,4/7,5/9,7/15,"","",19/31,5/5,9/16,5/10,"","",3/6,1/3,0/0,2/3,"","",6/8,0/0,5/7,1/1,"","",14,5,4,5,,,14,4,5,5,,,105,15,160,66,,,151,191,59,138,,,13/49,2/13,8/17,3/19,"","",18/57,9/22,2/13,7/22,"","",12/31,0/5,7/16,5/10,"","",15/31,3/7,4/9,8/15,"","",2/8,0/0,2/7,0/1,"","",3/6,2/3,0/0,1/3,"","",55/88,17/29,16/22,22/37,"","",55/80,16/18,18/33,21/29,"","",25/80,2/18,15/33,8/29,"","",33/88,12/29,6/22,15/37,"","",80/168,19/47,31/55,30/66,"","",88/168,28/47,24/55,36/66,"",""
2022,352,2022/352/MS058,2022-10-31,Hard,Court 1,Round of 64,Rolex Paris Masters,Paris,56,Borna Coric,Corentin Moutet,"3-6, 6-3, 6-4",02:36:30,7,3,2,2,,,2,2,0,0,,,0,0,0,0,,,1,1,0,0,,,287,331,276,256,,,277,242,315,283,,,56/84,15/24,16/20,25/40,"","",66/107,19/35,28/37,19/35,"","",40/56,13/15,11/16,16/25,"","",45/66,13/19,17/28,15/19,"","",16/28,7/9,2/4,7/15,"","",22/41,7/16,7/9,8/16,"","",2/4,0/0,0/1,2/3,"","",6/7,3/4,2/2,1/1,"","",14,5,4,5,,,14,4,5,5,,,99,138,61,71,,,136,35,206,142,,,21/66,6/19,11/28,4/19,"","",16/56,2/15,5/16,9/25,"","",19/41,9/16,2/9,8/16,"","",12/28,2/9,2/4,8/15,"","",1/7,1/4,0/2,0/1,"","",2/4,0/0,1/1,1/3,"","",56/84,20/24,13/20,23/40,"","",67/107,20/35,24/37,23/35,"","",40/107,15/35,13/37,12/35,"","",28/84,4/24,7/20,17/40,"","",96/191,35/59,26/57,35/75,"","",95/191,24/59,31/57,40/75,"",""
2022,352,2022/352/MS059,2022-10-31,Hard,Court Central,Round of 64,Rolex Paris Masters,Paris,56,Miomir Kecmanovic,Cameron Norrie,"6-2, 6-4",01:10:34,0,0,0,,,,8,1,7,,,,3,2,1,,,,2,2,0,,,,242,217,268,,,,323,288,363,,,,34/53,18/26,16/27,"","","",33/46,16/25,17/21,"","","",21/34,9/18,12/16,"","","",30/33,13/16,17/17,"","","",10/19,4/8,6/11,"","","",7/13,4/9,3/4,"","","",2/5,1/3,1/2,"","","",0/0,0/0,0/0,"","","",9,4,5,,,,9,4,5,,,,55,75,25,,,,178,217,140,,,,3/33,3/16,0/17,"","","",13/34,9/18,4/16,"","","",6/13,5/9,1/4,"","","",9/19,4/8,5/11,"","","",0/0,0/0,0/0,"","","",3/5,2/3,1/2,"","","",31/53,13/26,18/27,"","","",37/46,17/25,20/21,"","","",9/46,8/25,1/21,"","","",22/53,13/26,9/27,"","","",40/99,21/51,19/48,"","","",59/99,30/51,29/48,"","",""
2022,352,2022/352/MS060,2022-10-31,Hard,Court 2,Round of 64,Rolex Paris Masters,Paris,56,Albert Ramos-Vinolas,Pablo Carreno Busta,"6-3, 6-3",01:31:05,2,0,2,,,,9,5,4,,,,4,2,2,,,,2,1,1,,,,225,238,221,,,,307,312,290,,,,36/70,17/32,19/38,"","","",37/61,17/31,20/30,"","","",26/36,11/17,15/19,"","","",30/37,14/17,16/20,"","","",13/34,7/15,6/19,"","","",14/24,10/14,4/10,"","","",7/10,1/2,6/8,"","","",3/3,1/1,2/2,"","","",9,4,5,,,,9,5,4,,,,61,47,80,,,,153,163,154,,,,7/37,3/17,4/20,"","","",10/36,6/17,4/19,"","","",10/24,4/14,6/10,"","","",21/34,8/15,13/19,"","","",0/3,0/1,0/2,"","","",3/10,1/2,2/8,"","","",39/70,18/32,21/38,"","","",44/61,24/31,20/30,"","","",17/61,7/31,10/30,"","","",31/70,14/32,17/38,"","","",56/131,25/63,31/68,"","","",75/131,38/63,37/68,"","",""
2022,352,2022/352/MS061,2022-10-31,Hard,Court 1,Round of 64,Rolex Paris Masters,Paris,56,Francisco Cerundolo,Denis Shapovalov,"6-7, 6-3, 6-4",02:12:04,1,1,0,0,,,9,5,1,3,,,6,4,2,0,,,3,1,0,2,,,260,273,248,267,,,297,266,337,300,,,60/104,20/42,18/28,22/34,"","",51/89,19/36,16/24,16/29,"","",43/60,18/20,11/18,14/22,"","",40/51,15/19,13/16,12/16,"","",24/44,12/22,5/10,7/12,"","",24/38,8/17,7/8,9/13,"","",7/10,1/2,3/4,3/4,"","",1/2,1/2,0/0,0/0,"","",15,6,4,5,,,16,6,5,5,,,115,140,32,56,,,123,121,139,123,,,11/51,4/19,3/16,4/16,"","",17/60,2/20,7/18,8/22,"","",14/38,9/17,1/8,4/13,"","",20/44,10/22,5/10,5/12,"","",1/2,1/2,0/0,0/0,"","",3/10,1/2,1/4,1/4,"","",67/104,30/42,16/28,21/34,"","",64/89,23/36,20/24,21/29,"","",25/89,13/36,4/24,8/29,"","",37/104,12/42,12/28,13/34,"","",92/193,43/78,20/52,29/63,"","",101/193,35/78,32/52,34/63,"",""
2022,352,2022/352/MS062,2022-10-31,Hard,Court 2,Round of 64,Rolex Paris Masters,Paris,56,Roberto Bautista Agut,Tommy Paul,"6-4, 6-4",01:26:32,1,0,1,,,,1,0,1,,,,4,3,1,,,,3,3,0,,,,238,220,259,,,,289,249,359,,,,35/66,21/37,14/29,"","","",34/58,16/34,18/24,"","","",23/35,13/21,10/14,"","","",27/34,12/16,15/18,"","","",16/31,7/16,9/15,"","","",15/24,9/18,6/6,"","","",6/9,4/6,2/3,"","","",2/3,1/2,1/1,"","","",10,5,5,,,,10,5,5,,,,102,145,17,,,,145,167,122,,,,7/34,4/16,3/18,"","","",12/35,8/21,4/14,"","","",9/24,9/18,0/6,"","","",15/31,9/16,6/15,"","","",1/3,1/2,0/1,"","","",3/9,2/6,1/3,"","","",39/66,20/37,19/29,"","","",42/58,21/34,21/24,"","","",16/58,13/34,3/24,"","","",27/66,17/37,10/29,"","","",55/124,33/71,22/53,"","","",69/124,38/71,31/53,"","",""
2022,352,2022/352/QS008,2022-10-31,Hard,Court 1,2nd Round Qualifying,Rolex Paris Masters,Paris,56,Geoffrey Blancaneaux,Corentin Moutet,"6-2, 3-6, 6-4",02:35:52,0,0,0,0,,,5,1,2,2,,,4,1,1,2,,,2,1,0,1,,,220,203,275,182,,,248,289,247,218,,,53/82,13/21,22/34,18/27,"","",49/95,17/27,14/27,18/41,"","",34/53,7/13,19/22,8/18,"","",37/49,13/17,9/14,15/18,"","",9/29,3/8,3/12,3/9,"","",19/46,5/10,7/13,7/23,"","",0/5,0/2,0/0,0/3,"","",5/8,1/1,1/2,3/5,"","",14,4,5,5,,,13,4,4,5,,,144,74,157,167,,,240,259,89,283,,,12/49,4/17,5/14,3/18,"","",19/53,6/13,3/22,10/18,"","",27/46,5/10,6/13,16/23,"","",20/29,5/8,9/12,6/9,"","",3/8,0/1,1/2,2/5,"","",5/5,2/2,0/0,3/3,"","",43/82,10/21,22/34,11/27,"","",56/95,18/27,16/27,22/41,"","",39/95,9/27,11/27,19/41,"","",39/82,11/21,12/34,16/27,"","",82/177,19/48,33/61,30/68,"","",95/177,29/48,28/61,38/68,"",""
2022,352,2022/352/QS009,2022-10-31,Hard,Court 1,2nd Round Qualifying,Rolex Paris Masters,Paris,56,Tallon Griekspoor,Lorenzo Sonego,"3-6, 6-4, 7-6",02:01:34,8,2,2,4,,,11,3,3,5,,,2,1,0,1,,,1,1,0,0,,,279,284,245,292,,,274,232,285,280,,,55/87,15/28,16/25,24/34,"","",67/86,18/24,20/27,29/35,"","",37/55,9/15,10/16,18/24,"","",53/67,14/18,17/20,22/29,"","",20/32,9/13,5/9,6/10,"","",6/19,1/6,3/7,2/6,"","",2/5,1/1,0/2,1/2,"","",2/6,1/3,1/2,0/1,"","",15,4,5,6,,,16,5,5,6,,,181,212,142,207,,,151,71,222,131,,,14/67,4/18,3/20,7/29,"","",18/55,6/15,6/16,6/24,"","",13/19,5/6,4/7,4/6,"","",12/32,4/13,4/9,4/10,"","",4/6,2/3,1/2,1/1,"","",3/5,0/1,2/2,1/2,"","",57/87,18/28,15/25,24/34,"","",59/86,15/24,20/27,24/35,"","",27/86,9/24,7/27,11/35,"","",30/87,10/28,10/25,10/34,"","",84/173,27/52,22/52,35/69,"","",89/173,25/52,30/52,34/69,"",""
2022,352,2022/352/QS010,2022-10-31,Hard,Court 2,2nd Round Qualifying,Rolex Paris Masters,Paris,56,Laslo Djere,Marc-Andrea Huesler,"7-6, 7-5",01:47:41,10,5,5,,,,13,6,7,,,,5,2,3,,,,2,1,1,,,,284,302,265,,,,311,301,315,,,,55/90,28/47,27/43,"","","",50/83,32/52,18/31,"","","",42/55,24/28,18/27,"","","",38/50,22/32,16/18,"","","",18/35,10/19,8/16,"","","",21/33,13/20,8/13,"","","",6/7,2/2,4/5,"","","",6/6,6/6,0/0,"","","",12,6,6,,,,12,6,6,,,,60,66,49,,,,95,61,119,,,,12/50,10/32,2/18,"","","",13/55,4/28,9/27,"","","",12/33,7/20,5/13,"","","",17/35,9/19,8/16,"","","",0/6,0/6,0/0,"","","",1/7,0/2,1/5,"","","",60/90,34/47,26/43,"","","",59/83,35/52,24/31,"","","",24/83,17/52,7/31,"","","",30/90,13/47,17/43,"","","",84/173,51/99,33/74,"","","",89/173,48/99,41/74,"","",""
2022,352,2022/352/QS011,2022-10-31,Hard,Court Central,2nd Round Qualifying,Rolex Paris Masters,Paris,56,Bernabe Zapata Miralles,Oscar Otte,"6-4, 6-1",01:00:53,0,0,0,,,,6,3,3,,,,3,0,3,,,,3,2,1,,,,147,193,105,,,,229,224,232,,,,30/43,17/21,13/22,"","","",26/51,16/30,10/21,"","","",13/30,8/17,5/13,"","","",21/26,13/16,8/10,"","","",2/13,1/4,1/9,"","","",8/25,4/14,4/11,"","","",2/9,1/4,1/5,"","","",2/5,2/4,0/1,"","","",9,5,4,,,,8,5,3,,,,184,180,217,,,,297,263,331,,,,5/26,3/16,2/10,"","","",17/30,9/17,8/13,"","","",17/25,10/14,7/11,"","","",11/13,3/4,8/9,"","","",3/5,2/4,1/1,"","","",7/9,3/4,4/5,"","","",15/43,9/21,6/22,"","","",29/51,17/30,12/21,"","","",22/51,13/30,9/21,"","","",28/43,12/21,16/22,"","","",37/94,22/51,15/43,"","","",57/94,29/51,28/43,"","",""
2022,352,2022/352/QS012,2022-10-31,Hard,Court 2,2nd Round Qualifying,Rolex Paris Masters,Paris,56,Thiago Monteiro,Quentin Halys,"6-3, 7-5",01:14:05,4,2,2,,,,15,7,8,,,,2,1,1,,,,5,2,3,,,,247,260,236,,,,305,319,284,,,,30/53,13/22,17/31,"","","",30/55,16/25,14/30,"","","",21/30,9/13,12/17,"","","",27/30,15/16,12/14,"","","",11/23,5/9,6/14,"","","",15/25,5/9,10/16,"","","",4/7,2/3,2/4,"","","",1/2,0/0,1/2,"","","",10,4,6,,,,11,5,6,,,,109,50,118,,,,155,133,169,,,,3/30,1/16,2/14,"","","",9/30,4/13,5/17,"","","",10/25,4/9,6/16,"","","",12/23,4/9,8/14,"","","",1/2,0/0,1/2,"","","",3/7,1/3,2/4,"","","",32/53,14/22,18/31,"","","",42/55,20/25,22/30,"","","",13/55,5/25,8/30,"","","",21/53,8/22,13/31,"","","",45/108,19/47,26/61,"","","",63/108,28/47,35/61,"","",""
2022,352,2022/352/QS013,2022-10-31,Hard,Court 1,2nd Round Qualifying,Rolex Paris Masters,Paris,56,Fabio Fognini,Arthur Fils,"6-3, 3-6, 6-4",01:51:13,4,0,3,1,,,5,3,1,1,,,4,1,2,1,,,4,1,3,0,,,248,244,316,191,,,258,292,250,214,,,49/81,11/23,18/26,20/32,"","",45/83,23/37,15/22,7/24,"","",33/49,7/11,15/18,11/20,"","",35/45,18/23,12/15,5/7,"","",16/32,7/12,5/8,4/12,"","",18/38,7/14,2/7,9/17,"","",2/6,1/2,0/0,1/4,"","",5/8,5/5,0/1,0/2,"","",14,4,5,5,,,14,5,4,5,,,134,72,216,216,,,178,153,55,247,,,10/45,5/23,3/15,2/7,"","",16/49,4/11,3/18,9/20,"","",20/38,7/14,5/7,8/17,"","",16/32,5/12,3/8,8/12,"","",3/8,0/5,1/1,2/2,"","",4/6,1/2,0/0,3/4,"","",49/81,14/23,20/26,15/32,"","",53/83,25/37,14/22,14/24,"","",30/83,12/37,8/22,10/24,"","",32/81,9/23,6/26,17/32,"","",79/164,26/60,28/48,25/56,"","",85/164,34/60,20/48,31/56,"",""
2022,352,2022/352/QS014,2022-10-31,Hard,Court 2,2nd Round Qualifying,Rolex Paris Masters,Paris,56,Jiri Lehecka,Mikael Ymer,"7-6, 6-2",01:34:17,1,1,0,,,,3,3,0,,,,3,2,1,,,,4,4,0,,,,220,253,165,,,,267,261,294,,,,44/70,29/44,15/26,"","","",53/68,33/45,20/23,"","","",28/44,21/29,7/15,"","","",37/53,24/33,13/20,"","","",9/26,5/15,4/11,"","","",6/15,4/12,2/3,"","","",1/5,0/1,1/4,"","","",2/4,0/1,2/3,"","","",10,6,4,,,,10,6,4,,,,160,210,126,,,,221,211,267,,,,16/53,9/33,7/20,"","","",16/44,8/29,8/15,"","","",9/15,8/12,1/3,"","","",17/26,10/15,7/11,"","","",2/4,1/1,1/3,"","","",4/5,1/1,3/4,"","","",37/70,26/44,11/26,"","","",43/68,28/45,15/23,"","","",25/68,17/45,8/23,"","","",33/70,18/44,15/26,"","","",62/138,43/89,19/49,"","","",76/138,46/89,30/49,"","",""
2022,352,2022/352/QS016,2022-10-31,Hard,Court 2,1st Round Qualifying,Rolex Paris Masters,Paris,56,Emil Ruusuvuori,Geoffrey Blancaneaux,"3-6, 6-3, 6-2",02:03:48,3,2,1,0,,,4,1,1,2,,,5,1,2,2,,,4,1,0,3,,,249,295,250,198,,,285,253,308,284,,,40/83,16/32,16/28,8/23,"","",42/77,11/22,14/28,17/27,"","",31/40,14/16,11/16,6/8,"","",34/42,8/11,12/14,14/17,"","",21/43,9/16,6/12,6/15,"","",20/35,6/11,10/14,4/10,"","",4/7,1/1,3/4,0/2,"","",3/4,2/3,0/0,1/1,"","",13,5,4,4,,,13,4,5,4,,,94,130,43,78,,,140,57,131,235,,,8/42,3/11,2/14,3/17,"","",9/40,2/16,5/16,2/8,"","",15/35,5/11,4/14,6/10,"","",22/43,7/16,6/12,9/15,"","",1/4,1/3,0/0,0/1,"","",3/7,0/1,1/4,2/2,"","",52/83,23/32,17/28,12/23,"","",54/77,14/22,22/28,18/27,"","",23/77,8/22,6/28,9/27,"","",31/83,9/32,11/28,11/23,"","",75/160,31/54,23/56,21/50,"","",85/160,23/54,33/56,29/50,"",""
2022,352,2022/352/QS017,2022-10-31,Hard,Court 1,1st Round Qualifying,Rolex Paris Masters,Paris,56,Ugo Humbert,Corentin Moutet,"6-3, 6-4",01:23:53,0,0,0,,,,4,3,1,,,,2,1,1,,,,1,1,0,,,,216,221,216,,,,281,329,253,,,,36/65,17/31,19/34,"","","",36/55,14/19,22/36,"","","",25/36,12/17,13/19,"","","",28/36,13/14,15/22,"","","",10/29,5/14,5/15,"","","",9/19,3/5,6/14,"","","",4/8,1/3,3/5,"","","",6/7,0/0,6/7,"","","",10,5,5,,,,9,4,5,,,,100,47,123,,,,187,200,179,,,,8/36,1/14,7/22,"","","",11/36,5/17,6/19,"","","",10/19,2/5,8/14,"","","",19/29,9/14,10/15,"","","",1/7,0/0,1/7,"","","",4/8,2/3,2/5,"","","",35/65,17/31,18/34,"","","",37/55,16/19,21/36,"","","",18/55,3/19,15/36,"","","",30/65,14/31,16/34,"","","",53/120,20/50,33/70,"","","",67/120,30/50,37/70,"","",""
2022,352,2022/352/QS018,2022-10-31,Hard,Court 2,1st Round Qualifying,Rolex Paris Masters,Paris,56,Joao Sousa,Lorenzo Sonego,"6-4, 7-6",01:52:02,0,0,0,,,,10,5,5,,,,2,1,1,,,,2,1,1,,,,265,262,272,,,,284,305,263,,,,46/74,22/34,24/40,"","","",55/81,23/34,32/47,"","","",31/46,15/22,16/24,"","","",44/55,18/23,26/32,"","","",16/28,6/12,10/16,"","","",10/26,6/11,4/15,"","","",4/6,4/5,0/1,"","","",4/5,3/3,1/2,"","","",11,5,6,,,,11,5,6,,,,111,67,158,,,,127,122,187,,,,11/55,5/23,6/32,"","","",15/46,7/22,8/24,"","","",16/26,5/11,11/15,"","","",12/28,6/12,6/16,"","","",1/5,0/3,1/2,"","","",2/6,1/5,1/1,"","","",47/74,21/34,26/40,"","","",54/81,24/34,30/47,"","","",27/81,10/34,17/47,"","","",27/74,13/34,14/40,"","","",74/155,31/68,43/87,"","","",81/155,37/68,44/87,"","",""
2022,352,2022/352/QS019,2022-10-31,Hard,Court 2,1st Round Qualifying,Rolex Paris Masters,Paris,56,Mackenzie McDonald,Tallon Griekspoor,"6-3, 3-6, 7-6",02:22:22,5,4,1,0,,,4,0,0,4,,,3,3,0,0,,,4,1,3,0,,,238,162,263,263,,,238,223,191,285,,,59/94,19/27,14/25,26/42,"","",68/110,23/40,12/25,33/45,"","",36/59,10/19,10/14,16/26,"","",44/68,15/23,7/12,22/33,"","",16/35,1/8,6/11,9/16,"","",19/42,7/17,5/13,7/12,"","",5/10,5/8,0/1,0/1,"","",13/18,5/7,3/5,5/6,"","",15,4,5,6,,,15,5,4,6,,,151,163,194,108,,,176,248,194,198,,,24/68,8/23,5/12,11/33,"","",23/59,9/19,4/14,10/26,"","",23/42,10/17,8/13,5/12,"","",19/35,7/8,5/11,7/16,"","",5/18,2/7,2/5,1/6,"","",5/10,3/8,1/1,1/1,"","",52/94,11/27,16/25,25/42,"","",63/110,22/40,12/25,29/45,"","",47/110,18/40,13/25,16/45,"","",42/94,16/27,9/25,17/42,"","",99/204,29/67,29/50,41/87,"","",105/204,38/67,21/50,46/87,"",""
2022,352,2022/352/QS021,2022-10-31,Hard,Court 1,1st Round Qualifying,Rolex Paris Masters,Paris,56,Hugo Gaston,Marc-Andrea Huesler,"6-3, 3-6, 7-6",02:14:19,4,1,1,2,,,8,0,2,6,,,3,2,0,1,,,6,0,2,4,,,255,203,301,257,,,255,246,235,266,,,58/105,13/25,18/29,27/51,"","",51/107,13/32,14/29,24/46,"","",46/58,10/13,15/18,21/27,"","",38/51,8/13,11/14,19/24,"","",19/47,3/12,6/11,10/24,"","",28/56,12/19,5/15,11/22,"","",10/13,1/3,3/3,6/7,"","",8/11,1/2,3/4,4/5,"","",15,4,5,6,,,15,5,4,6,,,122,145,138,107,,,124,215,62,110,,,13/51,5/13,3/14,5/24,"","",12/58,3/13,3/18,6/27,"","",28/56,7/19,10/15,11/22,"","",28/47,9/12,5/11,14/24,"","",3/11,1/2,1/4,1/5,"","",3/13,2/3,0/3,1/7,"","",65/105,13/25,21/29,31/51,"","",66/107,20/32,16/29,30/46,"","",41/107,12/32,13/29,16/46,"","",40/105,12/25,8/29,20/51,"","",106/212,25/57,34/58,47/97,"","",106/212,32/57,24/58,50/97,"",""
2022,352,2022/352/QS025,2022-10-31,Hard,Court Central,1st Round Qualifying,Rolex Paris Masters,Paris,56,Hugo Grenier,Thiago Monteiro,"4-6, 6-2, 7-6",02:17:59,10,5,2,3,,,10,2,3,5,,,1,0,1,0,,,1,0,0,1,,,310,385,204,323,,,302,253,307,313,,,48/73,18/21,9/19,21/33,"","",64/93,25/32,17/24,22/37,"","",39/48,17/18,5/9,17/21,"","",46/64,16/25,13/17,17/22,"","",17/25,3/3,5/10,9/12,"","",17/29,2/7,4/7,11/15,"","",2/4,0/0,0/2,2/2,"","",3/4,3/4,0/0,0/0,"","",15,5,4,6,,,15,5,4,6,,,100,152,67,50,,,114,6,244,44,,,18/64,9/25,4/17,5/22,"","",9/48,1/18,4/9,4/21,"","",12/29,5/7,3/7,4/15,"","",8/25,0/3,5/10,3/12,"","",1/4,1/4,0/0,0/0,"","",2/4,0/0,2/2,0/2,"","",56/73,20/21,10/19,26/33,"","",63/93,18/32,17/24,28/37,"","",30/93,14/32,7/24,9/37,"","",17/73,1/21,9/19,7/33,"","",86/166,34/53,17/43,35/70,"","",80/166,19/53,26/43,35/70,"",""
